Stimulus;Model;Vertex_Nb;Texture_Size;Graphic_lpips;Pseudo_MOS
screenshot_cinnamon_15770_256;cinnamon;15770;256;0.375786333333333;3.49685466666667
screenshot_cinnamon_7602_256;cinnamon;7602;256;0.375700944444444;3.49719622222222
screenshot_cinnamon_1224 (1)_512;cinnamon;1224;512;0.313533166666667;3.74586733333333
screenshot_cinnamon_1470 (1)_512;cinnamon;1470;512;0.270306;3.918776
screenshot_cinnamon_1224 (2)_1024;cinnamon;1224;1024;0.267431555555556;3.93027377777778
screenshot_cinnamon_1224 (3)_2048;cinnamon;1224;2048;0.2630945;3.947622
screenshot_cinnamon_1764 (1)_512;cinnamon;1764;512;0.237850777777778;4.04859688888889
screenshot_cinnamon_1470 (2)_1024;cinnamon;1470;1024;0.228657666666667;4.08536933333333
screenshot_cinnamon_1470 (3)_2048;cinnamon;1470;2048;0.223314111111111;4.10674355555556
screenshot_cinnamon_2118 (1)_512;cinnamon;2118;512;0.219034222222222;4.12386311111111
screenshot_cinnamon_1764 (2)_1024;cinnamon;1764;1024;0.198322666666667;4.20670933333333
